CI ID,Node IP Address,Node Hostname,Resource IP Address,Resource Name,Operational Status,Resource Type,Resource Description,Resource Alias,Poll Period,Polling,Tags,Bandwidth Configured,Link Id,Link Name,Link Mode,ISP Name,Link Bundle Name,Link Bundle Capacity (Mbps),Requesters
"""131040727006847177122""",10.204.44.240,KKD_KANNUR-SOUTH-BAZAR_SW2.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Primary,,,,
"""131040727006847177134""",10.204.44.240,KKD_KANNUR-SOUTH-BAZAR_SW2.federalbank.co.in,,Gi1/0/8,UP,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Primary,,,,
"""131300125691131990484""",10.204.44.4,KKD_KANNUR_SOUTH_BAZAR_switch.federalbank.co.in,,Gi1/0/24,UP,Ethernet,GigabitEthernet1/0/24,STRING:,300,Enabled,,,,,Primary,,,,
"""125374660427360768441""",10.204.44.241,KKD_KANNUR-SOUTH-BAZAR_SW3.federalbank.co.in,,Gi1/0/5,UP,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Primary,,,,
"""125374660427360768477""",10.204.44.241,KKD_KANNUR-SOUTH-BAZAR_SW3.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Primary,,,,
"""128532450647590572475""",10.204.29.4,KKD_THALIPARAMBU_SWITCH.federalbank.co.in,,Gi1/0/15,UP,Ethernet,GigabitEthernet1/0/15,STRING:,300,Enabled,,,,,Primary,,,,
"""128532450647590572481""",10.204.29.4,KKD_THALIPARAMBU_SWITCH.federalbank.co.in,,Gi1/0/18,UP,Ethernet,GigabitEthernet1/0/18,STRING:,300,Enabled,,,,,Primary,,,,
"""131341025179706855656""",10.204.41.4,KKD_KOORACHUNDA_SW.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Primary,,,,
"""131200864324802318468""",10.204.40.4,KKD_KODUVALLY_switch.federalbank.co.in,,Gi1/0/13,UP,Ethernet,GigabitEthernet1/0/13,STRING:,300,Enabled,,,,,Primary,,,,
"""131372462375634473331""",10.204.50.4,KKD_OORAKAM_SW.federalbank.co.in,,Gi1/0/13,UP,Ethernet,GigabitEthernet1/0/13,STRING:,300,Enabled,,,,,Primary,,,,
"""131372462375634473399""",10.204.54.4,KKD_KUTTIPURAM_SW.federalbank.co.in,,Gi1/0/4,UP,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Primary,,,,
"""131372462375634473407""",10.204.54.4,KKD_KUTTIPURAM_SW.federalbank.co.in,,Gi1/0/8,UP,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Primary,,,,
"""131372462375634473427""",10.204.54.4,KKD_KUTTIPURAM_SW.federalbank.co.in,,Gi1/0/18,UP,Ethernet,GigabitEthernet1/0/18,STRING:,300,Enabled,,,,,Primary,,,,
"""131294148427290513854""",10.204.48.4,KKD_ULIKKAL_SWITCH.federalbank.co.in,,Gi1/0/4,UP,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Primary,,,,
"""131294148427290513864""",10.204.48.4,KKD_ULIKKAL_SWITCH.federalbank.co.in,,Gi1/0/9,UP,Ethernet,GigabitEthernet1/0/9,STRING:,300,Enabled,,,,,Primary,,,,
"""131294148427290513880""",10.204.48.4,KKD_ULIKKAL_SWITCH.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Primary,,,,
"""130240649871588594284""",10.204.61.4,KKD_MANANTHAVADY_SWITCH.federalbank.co.in,,Gi1/0/9,UP,Ethernet,GigabitEthernet1/0/9,STRING:,300,Enabled,,,,,Primary,,,,
"""130240649871588594290""",10.204.61.4,KKD_MANANTHAVADY_SWITCH.federalbank.co.in,,Gi1/0/12,DOWN,Ethernet,GigabitEthernet1/0/12,STRING:,300,Enabled,,,,,Primary,,,,
"""128532450647859007565""",10.204.56.4,KKD_PANDIKAD_switch.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Primary,,,,
"""130809956061464760873""",10.204.52.4,KKD_ARECODE_SWITCH.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""130809956061464760885""",10.204.52.4,KKD_ARECODE_SWITCH.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Secondary,,,,
"""130809956061464760893""",10.204.52.4,KKD_ARECODE_SWITCH.federalbank.co.in,,Gi1/0/11,UP,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Primary,,,,
"""130809956061464760905""",10.204.52.4,KKD_ARECODE_SWITCH.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Primary,,,,
"""130809956061464760917""",10.204.52.4,KKD_ARECODE_SWITCH.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Secondary,,,,
"""125374660427360768535""",10.204.68.4,KKD_EDAPPAL_switch.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""125374660427360768543""",10.204.68.4,KKD_EDAPPAL_switch.federalbank.co.in,,Gi1/0/5,UP,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Primary,,,,
"""125374660427360768561""",10.204.68.4,KKD_EDAPPAL_switch.federalbank.co.in,,Gi1/0/14,UP,Ethernet,GigabitEthernet1/0/14,STRING:,300,Enabled,,,,,Secondary,,,,
"""125374660427360768575""",10.204.68.4,KKD_EDAPPAL_switch.federalbank.co.in,,Gi1/0/21,UP,Ethernet,GigabitEthernet1/0/21,STRING:,300,Enabled,,,,,Primary,,,,
"""131300125691131990525""",10.204.59.4,KKD_PANOOR_SW.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Secondary,,,,
"""131300125691131990539""",10.204.59.4,KKD_PANOOR_SW.federalbank.co.in,,Gi1/0/9,UP,Ethernet,GigabitEthernet1/0/9,STRING:,300,Enabled,,,,,Primary,,,,
"""131300125691131990553""",10.204.59.4,KKD_PANOOR_SW.federalbank.co.in,,Gi1/0/16,UP,Ethernet,GigabitEthernet1/0/16,STRING:,300,Enabled,,,,,Primary,,,,
"""131300125691131990561""",10.204.59.4,KKD_PANOOR_SW.federalbank.co.in,,Gi1/0/20,UP,Ethernet,GigabitEthernet1/0/20,STRING:,300,Enabled,,,,,Primary,,,,
"""131329041877085196296""",10.204.63.4,KKD_RAMANATTUKARA_SW.federalbank.co.in,10.204.63.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""131329041877085196316""",10.204.63.4,KKD_RAMANATTUKARA_SW.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Primary,,,,
"""131329041877085196324""",10.204.63.4,KKD_RAMANATTUKARA_SW.federalbank.co.in,,Gi1/0/11,UP,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Primary,,,,
"""131341076534362378403""",10.204.74.4,KKD_PARAPPANANGADI_Switch.federalbank.co.in,,Gi1/0/10,DOWN,Ethernet,GigabitEthernet1/0/10,STRING:,300,Enabled,,,,,Secondary,,,,
"""131359379234699087960""",10.204.83.4,KKD_THENHIPALAM_switch.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Primary,,,,
"""131359379234699087998""",10.204.83.4,KKD_THENHIPALAM_switch.federalbank.co.in,,Gi1/0/21,UP,Ethernet,GigabitEthernet1/0/21,STRING:,300,Enabled,,,,,Secondary,,,,
"""125374660427360768623""",10.204.94.4,KKD_PAYYOLI_SW.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Secondary,,,,
"""130935062924731879477""",10.205.0.22,KTM_THALAYOLAPARAMBU_PRI.federalbank.co.in,10.100.33.65,Gi0/5,UP,Ethernet,GigabitEthernet0/5,***BSNL 6 Mbps***,300,Enabled,BSNL;Quadtri,,,,Secondary,,,,
"""130935062924731879495""",10.205.0.22,KTM_THALAYOLAPARAMBU_PRI.federalbank.co.in,10.205.22.1;10.205.22.2,BV1,UP,Ethernet,BVI1,*** LAN ***,300,Enabled,Quadtri,,,,Primary,,,,
"""131256448262538793011""",10.205.0.26,KTM-ERUMELY-PRI.federalbank.co.in,,Gi0/0,DOWN,Ethernet,GigabitEthernet0/0,\--- LAN ---,300,Enabled,,,,,Primary,,,,
"""131256448262538793057""",10.205.0.20,KTM_PERUNNA_PRI.federalbank.co.in,,Gi0/4,UP,Ethernet,GigabitEthernet0/4,****LAN****,300,Enabled,,,,,Secondary,,,,
"""130289119130232557622""",10.205.0.27,KTM-IDUKKI-PRI.federalbank.co.in,10.100.32.213,Gi0/1,UP,Ethernet,GigabitEthernet0/1,\--- BSNL 4 Mbps ---,300,Enabled,BSNL;Quadtri,,,,Secondary,,,,
"""131206350344779993237""",10.205.0.68,KTM_MANIMALA_PRI.federalbank.co.in,10.100.106.61,Gi0/1,UP,Ethernet,GigabitEthernet0/1,*** BSNL 4 Mbps ***,300,Enabled,BSNL;Quadtri,,,,Secondary,,,,
"""129310751437785927921""",10.205.0.47,KTM_UZHAVOOR_Single.federalbank.co.in,,Gi0/0.1,UP,L2 VLAN,GigabitEthernet0/0.1,\--- LAN on Sub-Interface ---,300,Enabled,,,,,Secondary,,,,
"""130921429727334895650""",10.205.0.60,KTM_THELLAKAM_PRI.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,\--- LAN ---,300,Enabled,,,,,Secondary,,,,
"""130921429727334895661""",10.205.0.60,KTM_THELLAKAM_PRI.federalbank.co.in,10.205.60.1;10.205.60.2,BV1,UP,Ethernet,BVI1,\--- LAN ---,300,Enabled,Quadtri,,,,Secondary,,,,
"""131347520483176222781""",10.205.0.70,KTM_VENGALLUR_SINGLE.federalbank.co.in,,Gi0/0.1,UP,L2 VLAN,GigabitEthernet0/0.1,\--- LAN on Sub-Interface ---,300,Enabled,,,,,Secondary,,,,
"""128987607788686414176""",10.205.0.69,KTM_KOTTARAMATTUM_SINGLE.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,\--- To Subinterface ---,300,Enabled,,,,,Secondary,,,,
"""128987607788686414187""",10.205.0.69,KTM_KOTTARAMATTUM_SINGLE.federalbank.co.in,10.100.106.109,Gi0/0.982,UP,L2 VLAN,GigabitEthernet0/0.982,***BSNL 4 Mbps***,300,Enabled,BSNL;Quadtri,,,,Secondary,,,,
"""129310751437785927964""",10.205.0.73,KTM_THALANAD_PRI.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,*** LAN ***,300,Enabled,,,,,Secondary,,,,
"""129310751437785927966""",10.205.0.73,KTM_THALANAD_PRI.federalbank.co.in,10.100.125.205,Gi0/1,UP,Ethernet,GigabitEthernet0/1,**** BSNL 4 Mbps ****,300,Enabled,BSNL;Quadtri,,,,Primary,,,,
"""130935062924731879635""",10.205.16.241,KTM-MAIN-ARUBA-SW1,,01-01-2001,DOWN,Ethernet,01-01-2001,STRING:,300,Enabled,,,,,Secondary,,,,
"""130935062924731879639""",10.205.16.241,KTM-MAIN-ARUBA-SW1,,01-01-2003,UP,Ethernet,01-01-2003,STRING:,300,Enabled,,,,,Primary,,,,
"""130935062924731879643""",10.205.16.241,KTM-MAIN-ARUBA-SW1,,01-01-2005,DOWN,Ethernet,01-01-2005,STRING:,300,Enabled,,,,,Secondary,,,,
"""130935062924731879665""",10.205.16.241,KTM-MAIN-ARUBA-SW1,,01-01-2016,UP,Ethernet,01-01-2016,STRING:,300,Enabled,,,,,Secondary,,,,
"""130935062924731879681""",10.205.16.241,KTM-MAIN-ARUBA-SW1,,01-01-2024,UP,Ethernet,01-01-2024,STRING:,300,Enabled,,,,,Secondary,,,,
"""131206350344779993280""",10.205.0.78,KTM_NAGAMPADAM_PRI.federalbank.co.in,,Gi0/0,UP,Ethernet,GigabitEthernet0/0,*** LAN ***,300,Enabled,,,,,Secondary,,,,
"""110134220126522708071""",10.205.18.4,KTM_PALA_Switch.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Secondary,,,,
"""131206350344779993383""",10.205.19.4,KTM_PAMPADY_switch.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Secondary,,,,
"""131206350344779993395""",10.205.19.4,KTM_PAMPADY_switch.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Secondary,,,,
"""131206350344779993427""",10.205.19.4,KTM_PAMPADY_switch.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Secondary,,,,
"""128987607788686414237""",10.205.13.4,KTM_ETTUMANOOR_SW.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Secondary,,,,
"""128987607788686414277""",10.205.13.4,KTM_ETTUMANOOR_SW.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,\--- TRUNK ---,300,Enabled,,,,,Secondary,,,,
"""129310751437785928587""",10.205.51.4,KTM_VAKATHANAM_Switch.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Secondary,,,,
"""129310803002357977099""",10.205.57.4,KTM_NEENDOOR_SW.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Secondary,,,,
"""128987653689270342047""",10.205.78.4,KTM_NAGAMPADAM_SWITCH1.federalbank.co.in,,Gi1/0/20,UP,Ethernet,GigabitEthernet1/0/20,STRING:,300,Enabled,,,,,Primary,,,,
"""131347520483444658362""",10.206.0.30,ALP_THIRUVANDOOR_PRI.federalbank.co.in,,Gi0/4,UP,Ethernet,GigabitEthernet0/4,*** LAN ***,300,Enabled,,,,,Primary,,,,
"""128880465759200875279""",10.206.0.29,ALP_THANKEY_PRI.federalbank.co.in,10.100.34.169,Gi0/1,UP,Ethernet,GigabitEthernet0/1,*** Bsnl 4 Mbps ***,300,Enabled,BSNL;Quadtri,,,,Primary,,,,
"""129310803002357977350""",10.206.0.20,ALP_CHUNAKKARA_PRI.federalbank.co.in,10.206.20.2,BV1,UP,Ethernet,BVI1,\--- LAN ---,300,Enabled,BSNL;Quadtri,,,,Primary,,,,
"""127438436846925779452""",10.206.12.4,ALP_CHENGANNUR_Switch.federalbank.co.in,,Gi1/0/6,UP,Ethernet,GigabitEthernet1/0/6,STRING:,300,Enabled,,,,,Primary,,,,
"""131256448262807228807""",10.206.14.240,ALP_MAVELIKKARA_SW01.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,\--- Trunk to PRI ---,300,Enabled,,,,,Primary,,,,
"""130289172038324064786""",10.206.23.4,ALP_KATTANAM_Switch.federalbank.co.in,,Gi1/0/22,UP,Ethernet,GigabitEthernet1/0/22,\--- BSNL 4 Mbps ---,300,Enabled,,,,,Secondary,,,,
"""123351941959457444645""",10.206.24.4,ALP_MAMKAMUZHY_SW.federalbank.co.in,,Gi1/0/4,UP,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Secondary,,,,
"""129310803002357977661""",10.206.26.4,ALP_MANNAR_Switch.federalbank.co.in,10.206.26.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""123352034429029585072""",10.206.31.4,ALP_THUMPOLY_SWITCH.federalbank.co.in,,Gi1/0/8,DOWN,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Primary,,,,
"""123352034429029585092""",10.206.31.4,ALP_THUMPOLY_SWITCH.federalbank.co.in,,Gi1/0/18,UP,Ethernet,GigabitEthernet1/0/18,STRING:,300,Enabled,,,,,Primary,,,,
"""128880540845966627032""",10.206.28.4,ALP_MULAKUZHA_SWITCH.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""128880540845966627046""",10.206.28.4,ALP_MULAKUZHA_SWITCH.federalbank.co.in,,Gi1/0/8,UP,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Primary,,,,
"""128880540845966627054""",10.206.28.4,ALP_MULAKUZHA_SWITCH.federalbank.co.in,,Gi1/0/12,DOWN,Ethernet,GigabitEthernet1/0/12,STRING:,300,Enabled,,,,,Primary,,,,
"""130935117246672933190""",10.206.29.4,ALP_THANKEY_Switch.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""130935117246672933200""",10.206.29.4,ALP_THANKEY_Switch.federalbank.co.in,,Gi1/0/6,DOWN,Ethernet,GigabitEthernet1/0/6,STRING:,300,Enabled,,,,,Primary,,,,
"""130935117246672933212""",10.206.29.4,ALP_THANKEY_Switch.federalbank.co.in,,Gi1/0/12,UP,Ethernet,GigabitEthernet1/0/12,STRING:,300,Enabled,,,,,Primary,,,,
"""131347605298311336192""",10.206.34.4,ALP_ALA_Switch.federalbank.co.in,10.206.34.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""131347605298311336240""",10.206.34.4,ALP_ALA_Switch.federalbank.co.in,,Gi1/0/21,UP,Ethernet,GigabitEthernet1/0/21,STRING:,300,Enabled,,,,,Primary,,,,
"""110134296164892151958""",10.206.32.4,ALP_MUTTAM_Switch.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""110134296164892151964""",10.206.32.4,ALP_MUTTAM_Switch.federalbank.co.in,,Gi1/0/4,DOWN,Ethernet,GigabitEthernet1/0/4,STRING:,300,Enabled,,,,,Primary,,,,
"""110134296164892152002""",10.206.32.4,ALP_MUTTAM_Switch.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Primary,,,,
"""130921429727334896144""",10.206.39.4,ALP_KIDANGARA_Switch.federalbank.co.in,,Gi1/0/1,DOWN,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""130921429727603331082""",10.206.39.4,ALP_KIDANGARA_Switch.federalbank.co.in,,Gi1/0/15,DOWN,Ethernet,GigabitEthernet1/0/15,STRING:,300,Enabled,,,,,Primary,,,,
"""131256536626122199238""",10.206.27.4,ALP_MARARIKULAM_SW.federalbank.co.in,10.206.27.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Primary,,,,
"""131256536626122199254""",10.206.27.4,ALP_MARARIKULAM_SW.federalbank.co.in,,Gi1/0/5,DOWN,Ethernet,GigabitEthernet1/0/5,STRING:,300,Enabled,,,,,Primary,,,,
"""131256536626122199264""",10.206.27.4,ALP_MARARIKULAM_SW.federalbank.co.in,,Gi1/0/10,UP,Ethernet,GigabitEthernet1/0/10,STRING:,300,Enabled,,,,,Primary,,,,
"""131256536626122199278""",10.206.27.4,ALP_MARARIKULAM_SW.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Primary,,,,
"""131206422320378810867""",10.206.33.4,ALP_AROOR_Switch.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Primary,,,,
"""131206422320378810903""",10.206.33.4,ALP_AROOR_Switch.federalbank.co.in,,Gi1/0/20,UP,Ethernet,GigabitEthernet1/0/20,STRING:,300,Enabled,,,,,Primary,,,,
"""130759397624159146626""",10.206.46.4,ALP_KYM_COLLEGE_JN_Switch.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Primary,,,,
"""130759397624159146640""",10.206.46.4,ALP_KYM_COLLEGE_JN_Switch.federalbank.co.in,,Gi1/0/14,UP,Ethernet,GigabitEthernet1/0/14,STRING:,300,Enabled,,,,,Secondary,,,,
"""130759397624159146660""",10.206.46.4,ALP_KYM_COLLEGE_JN_Switch.federalbank.co.in,,Gi1/0/24,UP,Ethernet,GigabitEthernet1/0/24,STRING:,300,Enabled,,,,,Primary,,,,
"""110134296165160587270""",10.206.43.4,ALP_POOCHAKKAL_SWITCH.federalbank.co.in,,Gi1/0/3,DOWN,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Secondary,,,,
"""110134296165160587278""",10.206.43.4,ALP_POOCHAKKAL_SWITCH.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Primary,,,,
"""110134296165160587292""",10.206.43.4,ALP_POOCHAKKAL_SWITCH.federalbank.co.in,,Gi1/0/14,UP,Ethernet,GigabitEthernet1/0/14,STRING:,300,Enabled,,,,,Primary,,,,
"""130289172038592499922""",10.206.42.4,ALP_NEDUMUDY_Switch.federalbank.co.in,,Gi1/0/6,UP,Ethernet,GigabitEthernet1/0/6,STRING:,300,Enabled,,,,,Secondary,,,,
"""130289172038592499932""",10.206.42.4,ALP_NEDUMUDY_Switch.federalbank.co.in,,Gi1/0/11,DOWN,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Secondary,,,,
"""130289172038592499958""",10.206.42.4,ALP_NEDUMUDY_Switch.federalbank.co.in,,Gi1/0/24,UP,Ethernet,GigabitEthernet1/0/24,STRING:,300,Enabled,,,,,Secondary,,,,
"""123352034429029585146""",10.206.40.4,ALP_KODUKULANJI_SWITCH.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Secondary,,,,
"""123352034429029585176""",10.206.40.4,ALP_KODUKULANJI_SWITCH.federalbank.co.in,,Gi1/0/18,UP,Ethernet,GigabitEthernet1/0/18,STRING:,300,Enabled,,,,,Secondary,,,,
"""129310858144369348667""",10.206.37.4,ALP_CHAMPAKULAM_SWITCH.federalbank.co.in,10.206.37.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Secondary,,,,
"""129310858144369348687""",10.206.37.4,ALP_CHAMPAKULAM_SWITCH.federalbank.co.in,,Gi1/0/7,DOWN,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Secondary,,,,
"""129310858144369348695""",10.206.37.4,ALP_CHAMPAKULAM_SWITCH.federalbank.co.in,,Gi1/0/11,UP,Ethernet,GigabitEthernet1/0/11,STRING:,300,Enabled,,,,,Primary,,,,
"""129310858144369348719""",10.206.37.4,ALP_CHAMPAKULAM_SWITCH.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Secondary,,,,
"""128987692037422714982""",10.206.47.4,ALP_PACHA_SW.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Secondary,,,,
"""128987692037422714996""",10.206.47.4,ALP_PACHA_SW.federalbank.co.in,,Gi1/0/14,UP,Ethernet,GigabitEthernet1/0/14,STRING:,300,Enabled,,,,,Primary,,,,
"""130935117246672933276""",10.206.48.4,VANDANAM_SWITCH.federalbank.co.in,,Gi1/0/1,UP,Ethernet,GigabitEthernet1/0/1,STRING:,300,Enabled,,,,,Primary,,,,
"""130935117246672933278""",10.206.48.4,VANDANAM_SWITCH.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Secondary,,,,
"""128880540845966627110""",10.206.44.4,ALP_PUTHENANGADI_SWITCH.federalbank.co.in,10.206.44.4,Vl1,UP,Prop Virtual,Vlan1,STRING:,300,Enabled,,,,,Secondary,,,,
"""128880540845966627132""",10.206.44.4,ALP_PUTHENANGADI_SWITCH.federalbank.co.in,,Gi1/0/8,UP,Ethernet,GigabitEthernet1/0/8,STRING:,300,Enabled,,,,,Secondary,,,,
"""128880540845966627150""",10.206.44.4,ALP_PUTHENANGADI_SWITCH.federalbank.co.in,,Gi1/0/17,UP,Ethernet,GigabitEthernet1/0/17,STRING:,300,Enabled,,,,,Secondary,,,,
"""128880540845966627164""",10.206.44.4,ALP_PUTHENANGADI_SWITCH.federalbank.co.in,,Gi1/0/24,UP,Ethernet,GigabitEthernet1/0/24,\--- Trunk to SEC ---,300,Enabled,,,,,Secondary,,,,
"""131206422320378810955""",10.206.36.4,ALP_BUDHANOOR_Switch.federalbank.co.in,,Gi1/0/3,UP,Ethernet,GigabitEthernet1/0/3,STRING:,300,Enabled,,,,,Primary,,,,
"""131206422320378810963""",10.206.36.4,ALP_BUDHANOOR_Switch.federalbank.co.in,,Gi1/0/7,UP,Ethernet,GigabitEthernet1/0/7,STRING:,300,Enabled,,,,,Primary,,,,
"""131206422320378810995""",10.206.36.4,ALP_BUDHANOOR_Switch.federalbank.co.in,,Gi1/0/23,UP,Ethernet,GigabitEthernet1/0/23,STRING:,300,Enabled,,,,,Primary,,,,
"""110134296165160587352""",10.206.38.4,ALP_KAVALAM_switch.federalbank.co.in,,Gi1/0/2,UP,Ethernet,GigabitEthernet1/0/2,STRING:,300,Enabled,,,,,Secondary,,,,
"""110134296165160587386""",10.206.38.4,ALP_KAVALAM_switch.federalbank.co.in,,Gi1/0/19,DOWN,Ethernet,GigabitEthernet1/0/19,STRING:,300,Enabled,,,,,Secondary,,,,
